,Sorah_name,Sorah_num,Ayah_num,Ayah_text
1336,التوبة,9,102,واخرون اعترفوا بذنوبهم خلطوا عملا صالحا واخر سيئا عسى الله ان يتوب عليهم ان الله غفور رحيم
1337,التوبة,9,103,خذ من اموالهم صدقه تطهرهم وتزكيهم بها وصل عليهم ان صلاتك سكن لهم والله سميع عليم
1338,التوبة,9,104,الم يعلموا ان الله هو يقبل التوبه عن عباده وياخذ الصدقات وان الله هو التواب الرحيم
1339,التوبة,9,105,وقل اعملوا فسيرى الله عملكم ورسوله والمؤمنون وستردون الى عالم الغيب والشهاده فينبئكم بما كنتم تعملون
1340,التوبة,9,106,واخرون مرجون لامر الله اما يعذبهم واما يتوب عليهم والله عليم حكيم
1341,التوبة,9,107,والذين اتخذوا مسجدا ضرارا وكفرا وتفريقا بين المؤمنين وارصادا لمن حارب الله ورسوله من قبل وليحلفن ان اردنا الا الحسنى والله يشهد انهم لكاذبون
1342,التوبة,9,108,لا تقم فيه ابدا لمسجد اسس على التقوى من اول يوم احق ان تقوم فيه فيه رجال يحبون ان يتطهروا والله يحب المطهرين
1343,التوبة,9,109,افمن اسس بنيانه على تقوى من الله ورضوان خير ام من اسس بنيانه على شفا جرف هار فانهار به في نار جهنم والله لا يهدي القوم الظالمين
1344,التوبة,9,110,لا يزال بنيانهم الذي بنوا ريبه في قلوبهم الا ان تقطع قلوبهم والله عليم حكيم
1345,التوبة,9,111,ان الله اشترى من المؤمنين انفسهم واموالهم بان لهم الجنه يقاتلون في سبيل الله فيقتلون ويقتلون وعدا عليه حقا في التوراه والانجيل والقران ومن اوفى بعهده من الله فاستبشروا ببيعكم الذي بايعتم به وذلك هو الفوز العظيم
1346,التوبة,9,112,التائبون العابدون الحامدون السائحون الراكعون الساجدون الامرون بالمعروف والناهون عن المنكر والحافظون لحدود الله وبشر المؤمنين
1347,التوبة,9,113,ما كان للنبي والذين امنوا ان يستغفروا للمشركين ولو كانوا اولي قربى من بعد ما تبين لهم انهم اصحاب الجحيم
1348,التوبة,9,114,وما كان استغفار ابراهيم لابيه الا عن موعده وعدها اياه فلما تبين له انه عدو لله تبرا منه ان ابراهيم لاواه حليم
1349,التوبة,9,115,وما كان الله ليضل قوما بعد اذ هداهم حتى يبين لهم ما يتقون ان الله بكل شيء عليم
1350,التوبة,9,116,ان الله له ملك السماوات والارض يحيي ويميت وما لكم من دون الله من ولي ولا نصير
1351,التوبة,9,117,لقد تاب الله على النبي والمهاجرين والانصار الذين اتبعوه في ساعه العسره من بعد ما كاد يزيغ قلوب فريق منهم ثم تاب عليهم انه بهم رءوف رحيم
1352,التوبة,9,118,وعلى الثلاثه الذين خلفوا حتى اذا ضاقت عليهم الارض بما رحبت وضاقت عليهم انفسهم وظنوا ان لا ملجا من الله الا اليه ثم تاب عليهم ليتوبوا ان الله هو التواب الرحيم
1353,التوبة,9,119,يا ايها الذين امنوا اتقوا الله وكونوا مع الصادقين
1354,التوبة,9,120,ما كان لاهل المدينه ومن حولهم من الاعراب ان يتخلفوا عن رسول الله ولا يرغبوا بانفسهم عن نفسه ذلك بانهم لا يصيبهم ظما ولا نصب ولا مخمصه في سبيل الله ولا يطئون موطئا يغيظ الكفار ولا ينالون من عدو نيلا الا كتب لهم به عمل صالح ان الله لا يضيع اجر المحسنين
1355,التوبة,9,121,ولا ينفقون نفقه صغيره ولا كبيره ولا يقطعون واديا الا كتب لهم ليجزيهم الله احسن ما كانوا يعملون
1356,التوبة,9,122,وما كان المؤمنون لينفروا كافه فلولا نفر من كل فرقه منهم طائفه ليتفقهوا في الدين ولينذروا قومهم اذا رجعوا اليهم لعلهم يحذرون
1357,التوبة,9,123,يا ايها الذين امنوا قاتلوا الذين يلونكم من الكفار وليجدوا فيكم غلظه واعلموا ان الله مع المتقين
1358,التوبة,9,124,واذا ما انزلت سوره فمنهم من يقول ايكم زادته هذه ايمانا فاما الذين امنوا فزادتهم ايمانا وهم يستبشرون
1359,التوبة,9,125,واما الذين في قلوبهم مرض فزادتهم رجسا الى رجسهم وماتوا وهم كافرون
1360,التوبة,9,126,اولا يرون انهم يفتنون في كل عام مره او مرتين ثم لا يتوبون ولا هم يذكرون
1361,التوبة,9,127,واذا ما انزلت سوره نظر بعضهم الى بعض هل يراكم من احد ثم انصرفوا صرف الله قلوبهم بانهم قوم لا يفقهون
1362,التوبة,9,128,لقد جاءكم رسول من انفسكم عزيز عليه ما عنتم حريص عليكم بالمؤمنين رءوف رحيم
1363,التوبة,9,129,فان تولوا فقل حسبي الله لا اله الا هو عليه توكلت وهو رب العرش العظيم
1364,يونس,10,1,بسم الله الرحمن الرحيم الر تلك ايات الكتاب الحكيم
1365,يونس,10,2,اكان للناس عجبا ان اوحينا الى رجل منهم ان انذر الناس وبشر الذين امنوا ان لهم قدم صدق عند ربهم قال الكافرون ان هذا لساحر مبين
1366,يونس,10,3,ان ربكم الله الذي خلق السماوات والارض في سته ايام ثم استوى على العرش يدبر الامر ما من شفيع الا من بعد اذنه ذلكم الله ربكم فاعبدوه افلا تذكرون
1367,يونس,10,4,اليه مرجعكم جميعا وعد الله حقا انه يبدا الخلق ثم يعيده ليجزي الذين امنوا وعملوا الصالحات بالقسط والذين كفروا لهم شراب من حميم وعذاب اليم بما كانوا يكفرون
1368,يونس,10,5,هو الذي جعل الشمس ضياء والقمر نورا وقدره منازل لتعلموا عدد السنين والحساب ما خلق الله ذلك الا بالحق يفصل الايات لقوم يعلمون
1369,يونس,10,6,ان في اختلاف الليل والنهار وما خلق الله في السماوات والارض لايات لقوم يتقون
1370,يونس,10,7,ان الذين لا يرجون لقاءنا ورضوا بالحياه الدنيا واطمانوا بها والذين هم عن اياتنا غافلون
1371,يونس,10,8,اولئك ماواهم النار بما كانوا يكسبون
1372,يونس,10,9,ان الذين امنوا وعملوا الصالحات يهديهم ربهم بايمانهم تجري من تحتهم الانهار في جنات النعيم
1373,يونس,10,10,دعواهم فيها سبحانك اللهم وتحيتهم فيها سلام واخر دعواهم ان الحمد لله رب العالمين
1374,يونس,10,11,ولو يعجل الله للناس الشر استعجالهم بالخير لقضي اليهم اجلهم فنذر الذين لا يرجون لقاءنا في طغيانهم يعمهون
1375,يونس,10,12,واذا مس الانسان الضر دعانا لجنبه او قاعدا او قائما فلما كشفنا عنه ضره مر كان لم يدعنا الى ضر مسه كذلك زين للمسرفين ما كانوا يعملون
1376,يونس,10,13,ولقد اهلكنا القرون من قبلكم لما ظلموا وجاءتهم رسلهم بالبينات وما كانوا ليؤمنوا كذلك نجزي القوم المجرمين
1377,يونس,10,14,ثم جعلناكم خلائف في الارض من بعدهم لننظر كيف تعملون
1378,يونس,10,15,واذا تتلى عليهم اياتنا بينات قال الذين لا يرجون لقاءنا ائت بقران غير هذا او بدله قل ما يكون لي ان ابدله من تلقاء نفسي ان اتبع الا ما يوحى الي اني اخاف ان عصيت ربي عذاب يوم عظيم
1379,يونس,10,16,قل لو شاء الله ما تلوته عليكم ولا ادراكم به فقد لبثت فيكم عمرا من قبله افلا تعقلون
1380,يونس,10,17,فمن اظلم ممن افترى على الله كذبا او كذب باياته انه لا يفلح المجرمون
1381,يونس,10,18,ويعبدون من دون الله ما لا يضرهم ولا ينفعهم ويقولون هؤلاء شفعاؤنا عند الله قل اتنبئون الله بما لا يعلم في السماوات ولا في الارض سبحانه وتعالى عما يشركون
1382,يونس,10,19,وما كان الناس الا امه واحده فاختلفوا ولولا كلمه سبقت من ربك لقضي بينهم فيما فيه يختلفون
1383,يونس,10,20,ويقولون لولا انزل عليه ايه من ربه فقل انما الغيب لله فانتظروا اني معكم من المنتظرين
1384,يونس,10,21,واذا اذقنا الناس رحمه من بعد ضراء مستهم اذا لهم مكر في اياتنا قل الله اسرع مكرا ان رسلنا يكتبون ما تمكرون
1385,يونس,10,22,هو الذي يسيركم في البر والبحر حتى اذا كنتم في الفلك وجرين بهم بريح طيبه وفرحوا بها جاءتها ريح عاصف وجاءهم الموج من كل مكان وظنوا انهم احيط بهم دعوا الله مخلصين له الدين لئن انجيتنا من هذه لنكونن من الشاكرين
1386,يونس,10,23,فلما انجاهم اذا هم يبغون في الارض بغير الحق يا ايها الناس انما بغيكم على انفسكم متاع الحياه الدنيا ثم الينا مرجعكم فننبئكم بما كنتم تعملون
1387,يونس,10,24,انما مثل الحياه الدنيا كماء انزلناه من السماء فاختلط به نبات الارض مما ياكل الناس والانعام حتى اذا اخذت الارض زخرفها وازينت وظن اهلها انهم قادرون عليها اتاها امرنا ليلا او نهارا فجعلناها حصيدا كان لم تغن بالامس كذلك نفصل الايات لقوم يتفكرون
1388,يونس,10,25,والله يدعو الى دار السلام ويهدي من يشاء الى صراط مستقيم
1389,يونس,10,26,للذين احسنوا الحسنى وزياده ولا يرهق وجوههم قتر ولا ذله اولئك اصحاب الجنه هم فيها خالدون
1390,يونس,10,27,والذين كسبوا السيئات جزاء سيئه بمثلها وترهقهم ذله ما لهم من الله من عاصم كانما اغشيت وجوههم قطعا من الليل مظلما اولئك اصحاب النار هم فيها خالدون
1391,يونس,10,28,ويوم نحشرهم جميعا ثم نقول للذين اشركوا مكانكم انتم وشركاؤكم فزيلنا بينهم وقال شركاؤهم ما كنتم ايانا تعبدون
1392,يونس,10,29,فكفى بالله شهيدا بيننا وبينكم ان كنا عن عبادتكم لغافلين
1393,يونس,10,30,هنالك تبلو كل نفس ما اسلفت وردوا الى الله مولاهم الحق وضل عنهم ما كانوا يفترون
1394,يونس,10,31,قل من يرزقكم من السماء والارض امن يملك السمع والابصار ومن يخرج الحي من الميت ويخرج الميت من الحي ومن يدبر الامر فسيقولون الله فقل افلا تتقون
1395,يونس,10,32,فذلكم الله ربكم الحق فماذا بعد الحق الا الضلال فانى تصرفون
1396,يونس,10,33,كذلك حقت كلمت ربك على الذين فسقوا انهم لا يؤمنون
1397,يونس,10,34,قل هل من شركائكم من يبدا الخلق ثم يعيده قل الله يبدا الخلق ثم يعيده فانى تؤفكون
1398,يونس,10,35,قل هل من شركائكم من يهدي الى الحق قل الله يهدي للحق افمن يهدي الى الحق احق ان يتبع امن لا يهدي الا ان يهدى فما لكم كيف تحكمون
1399,يونس,10,36,وما يتبع اكثرهم الا ظنا ان الظن لا يغني من الحق شيئا ان الله عليم بما يفعلون
1400,يونس,10,37,وما كان هذا القران ان يفترى من دون الله ولكن تصديق الذي بين يديه وتفصيل الكتاب لا ريب فيه من رب العالمين
1401,يونس,10,38,ام يقولون افتراه قل فاتوا بسوره مثله وادعوا من استطعتم من دون الله ان كنتم صادقين
1402,يونس,10,39,بل كذبوا بما لم يحيطوا بعلمه ولما ياتهم تاويله كذلك كذب الذين من قبلهم فانظر كيف كان عاقبه الظالمين
1403,يونس,10,40,ومنهم من يؤمن به ومنهم من لا يؤمن به وربك اعلم بالمفسدين
1404,يونس,10,41,وان كذبوك فقل لي عملي ولكم عملكم انتم بريئون مما اعمل وانا بريء مما تعملون
1405,يونس,10,42,ومنهم من يستمعون اليك افانت تسمع الصم ولو كانوا لا يعقلون
1406,يونس,10,43,ومنهم من ينظر اليك افانت تهدي العمي ولو كانوا لا يبصرون
1407,يونس,10,44,ان الله لا يظلم الناس شيئا ولكن الناس انفسهم يظلمون
1408,يونس,10,45,ويوم يحشرهم كان لم يلبثوا الا ساعه من النهار يتعارفون بينهم قد خسر الذين كذبوا بلقاء الله وما كانوا مهتدين
1409,يونس,10,46,واما نرينك بعض الذي نعدهم او نتوفينك فالينا مرجعهم ثم الله شهيد على ما يفعلون
1410,يونس,10,47,ولكل امه رسول فاذا جاء رسولهم قضي بينهم بالقسط وهم لا يظلمون
1411,يونس,10,48,ويقولون متى هذا الوعد ان كنتم صادقين
1412,يونس,10,49,قل لا املك لنفسي ضرا ولا نفعا الا ما شاء الله لكل امه اجل اذا جاء اجلهم فلا يستاخرون ساعه ولا يستقدمون
1413,يونس,10,50,قل ارايتم ان اتاكم عذابه بياتا او نهارا ماذا يستعجل منه المجرمون
1414,يونس,10,51,اثم اذا ما وقع امنتم به الان وقد كنتم به تستعجلون
1415,يونس,10,52,ثم قيل للذين ظلموا ذوقوا عذاب الخلد هل تجزون الا بما كنتم تكسبون
1416,يونس,10,53,ويستنبئونك احق هو قل اي وربي انه لحق وما انتم بمعجزين
1417,يونس,10,54,ولو ان لكل نفس ظلمت ما في الارض لافتدت به واسروا الندامه لما راوا العذاب وقضي بينهم بالقسط وهم لا يظلمون
1418,يونس,10,55,الا ان لله ما في السماوات والارض الا ان وعد الله حق ولكن اكثرهم لا يعلمون
1419,يونس,10,56,هو يحيي ويميت واليه ترجعون
1420,يونس,10,57,يا ايها الناس قد جاءتكم موعظه من ربكم وشفاء لما في الصدور وهدى ورحمه للمؤمنين
1421,يونس,10,58,قل بفضل الله وبرحمته فبذلك فليفرحوا هو خير مما يجمعون
1422,يونس,10,59,قل ارايتم ما انزل الله لكم من رزق فجعلتم منه حراما وحلالا قل الله اذن لكم ام على الله تفترون
1423,يونس,10,60,وما ظن الذين يفترون على الله الكذب يوم القيامه ان الله لذو فضل على الناس ولكن اكثرهم لا يشكرون
1424,يونس,10,61,وما تكون في شان وما تتلو منه من قران ولا تعملون من عمل الا كنا عليكم شهودا اذ تفيضون فيه وما يعزب عن ربك من مثقال ذره في الارض ولا في السماء ولا اصغر من ذلك ولا اكبر الا في كتاب مبين
1425,يونس,10,62,الا ان اولياء الله لا خوف عليهم ولا هم يحزنون
1426,يونس,10,63,الذين امنوا وكانوا يتقون
1427,يونس,10,64,لهم البشرى في الحياه الدنيا وفي الاخره لا تبديل لكلمات الله ذلك هو الفوز العظيم
1428,يونس,10,65,ولا يحزنك قولهم ان العزه لله جميعا هو السميع العليم
1429,يونس,10,66,الا ان لله من في السماوات ومن في الارض وما يتبع الذين يدعون من دون الله شركاء ان يتبعون الا الظن وان هم الا يخرصون
1430,يونس,10,67,هو الذي جعل لكم الليل لتسكنوا فيه والنهار مبصرا ان في ذلك لايات لقوم يسمعون
1431,يونس,10,68,قالوا اتخذ الله ولدا سبحانه هو الغني له ما في السماوات وما في الارض ان عندكم من سلطان بهذا اتقولون على الله ما لا تعلمون
1432,يونس,10,69,قل ان الذين يفترون على الله الكذب لا يفلحون
1433,يونس,10,70,متاع في الدنيا ثم الينا مرجعهم ثم نذيقهم العذاب الشديد بما كانوا يكفرون
1434,يونس,10,71,واتل عليهم نبا نوح اذ قال لقومه يا قوم ان كان كبر عليكم مقامي وتذكيري بايات الله فعلى الله توكلت فاجمعوا امركم وشركاءكم ثم لا يكن امركم عليكم غمه ثم اقضوا الي ولا تنظرون
1435,يونس,10,72,فان توليتم فما سالتكم من اجر ان اجري الا على الله وامرت ان اكون من المسلمين
1436,يونس,10,73,فكذبوه فنجيناه ومن معه في الفلك وجعلناهم خلائف واغرقنا الذين كذبوا باياتنا فانظر كيف كان عاقبه المنذرين
1437,يونس,10,74,ثم بعثنا من بعده رسلا الى قومهم فجاءوهم بالبينات فما كانوا ليؤمنوا بما كذبوا به من قبل كذلك نطبع على قلوب المعتدين
1438,يونس,10,75,ثم بعثنا من بعدهم موسى وهارون الى فرعون وملئه باياتنا فاستكبروا وكانوا قوما مجرمين
1439,يونس,10,76,فلما جاءهم الحق من عندنا قالوا ان هذا لسحر مبين
1440,يونس,10,77,قال موسى اتقولون للحق لما جاءكم اسحر هذا ولا يفلح الساحرون
1441,يونس,10,78,قالوا اجئتنا لتلفتنا عما وجدنا عليه اباءنا وتكون لكما الكبرياء في الارض وما نحن لكما بمؤمنين
1442,يونس,10,79,وقال فرعون ائتوني بكل ساحر عليم
1443,يونس,10,80,فلما جاء السحره قال لهم موسى القوا ما انتم ملقون
1444,يونس,10,81,فلما القوا قال موسى ما جئتم به السحر ان الله سيبطله ان الله لا يصلح عمل المفسدين
1445,يونس,10,82,ويحق الله الحق بكلماته ولو كره المجرمون
1446,يونس,10,83,فما امن لموسى الا ذريه من قومه على خوف من فرعون وملئهم ان يفتنهم وان فرعون لعال في الارض وانه لمن المسرفين
1447,يونس,10,84,وقال موسى يا قوم ان كنتم امنتم بالله فعليه توكلوا ان كنتم مسلمين
1448,يونس,10,85,فقالوا على الله توكلنا ربنا لا تجعلنا فتنه للقوم الظالمين
1449,يونس,10,86,ونجنا برحمتك من القوم الكافرين
1450,يونس,10,87,واوحينا الى موسى واخيه ان تبوا لقومكما بمصر بيوتا واجعلوا بيوتكم قبله واقيموا الصلاه وبشر المؤمنين
1451,يونس,10,88,وقال موسى ربنا انك اتيت فرعون وملاه زينه واموالا في الحياه الدنيا ربنا ليضلوا عن سبيلك ربنا اطمس على اموالهم واشدد على قلوبهم فلا يؤمنوا حتى يروا العذاب الاليم
1452,يونس,10,89,قال قد اجيبت دعوتكما فاستقيما ولا تتبعان سبيل الذين لا يعلمون
1453,يونس,10,90,وجاوزنا ببني اسرائيل البحر فاتبعهم فرعون وجنوده بغيا وعدوا حتى اذا ادركه الغرق قال امنت انه لا اله الا الذي امنت به بنو اسرائيل وانا من المسلمين
1454,يونس,10,91,الان وقد عصيت قبل وكنت من المفسدين
1455,يونس,10,92,فاليوم ننجيك ببدنك لتكون لمن خلفك ايه وان كثيرا من الناس عن اياتنا لغافلون
1456,يونس,10,93,ولقد بوانا بني اسرائيل مبوا صدق ورزقناهم من الطيبات فما اختلفوا حتى جاءهم العلم ان ربك يقضي بينهم يوم القيامه فيما كانوا فيه يختلفون
1457,يونس,10,94,فان كنت في شك مما انزلنا اليك فاسال الذين يقرءون الكتاب من قبلك لقد جاءك الحق من ربك فلا تكونن من الممترين
1458,يونس,10,95,ولا تكونن من الذين كذبوا بايات الله فتكون من الخاسرين
1459,يونس,10,96,ان الذين حقت عليهم كلمت ربك لا يؤمنون
1460,يونس,10,97,ولو جاءتهم كل ايه حتى يروا العذاب الاليم
1461,يونس,10,98,فلولا كانت قريه امنت فنفعها ايمانها الا قوم يونس لما امنوا كشفنا عنهم عذاب الخزي في الحياه الدنيا ومتعناهم الى حين
1462,يونس,10,99,ولو شاء ربك لامن من في الارض كلهم جميعا افانت تكره الناس حتى يكونوا مؤمنين
1463,يونس,10,100,وما كان لنفس ان تؤمن الا باذن الله ويجعل الرجس على الذين لا يعقلون
1464,يونس,10,101,قل انظروا ماذا في السماوات والارض وما تغني الايات والنذر عن قوم لا يؤمنون
1465,يونس,10,102,فهل ينتظرون الا مثل ايام الذين خلوا من قبلهم قل فانتظروا اني معكم من المنتظرين
1466,يونس,10,103,ثم ننجي رسلنا والذين امنوا كذلك حقا علينا ننج المؤمنين
1467,يونس,10,104,قل يا ايها الناس ان كنتم في شك من ديني فلا اعبد الذين تعبدون من دون الله ولكن اعبد الله الذي يتوفاكم وامرت ان اكون من المؤمنين
1468,يونس,10,105,وان اقم وجهك للدين حنيفا ولا تكونن من المشركين
1469,يونس,10,106,ولا تدع من دون الله ما لا ينفعك ولا يضرك فان فعلت فانك اذا من الظالمين
1470,يونس,10,107,وان يمسسك الله بضر فلا كاشف له الا هو وان يردك بخير فلا راد لفضله يصيب به من يشاء من عباده وهو الغفور الرحيم
1471,يونس,10,108,قل يا ايها الناس قد جاءكم الحق من ربكم فمن اهتدى فانما يهتدي لنفسه ومن ضل فانما يضل عليها وما انا عليكم بوكيل
1472,يونس,10,109,واتبع ما يوحى اليك واصبر حتى يحكم الله وهو خير الحاكمين
1473,هود,11,1,بسم الله الرحمن الرحيم الر كتاب احكمت اياته ثم فصلت من لدن حكيم خبير
1474,هود,11,2,الا تعبدوا الا الله انني لكم منه نذير وبشير
1475,هود,11,3,وان استغفروا ربكم ثم توبوا اليه يمتعكم متاعا حسنا الى اجل مسمى ويؤت كل ذي فضل فضله وان تولوا فاني اخاف عليكم عذاب يوم كبير
1476,هود,11,4,الى الله مرجعكم وهو على كل شيء قدير
1477,هود,11,5,الا انهم يثنون صدورهم ليستخفوا منه الا حين يستغشون ثيابهم يعلم ما يسرون وما يعلنون انه عليم بذات الصدور
1478,هود,11,6,وما من دابه في الارض الا على الله رزقها ويعلم مستقرها ومستودعها كل في كتاب مبين
1479,هود,11,7,وهو الذي خلق السماوات والارض في سته ايام وكان عرشه على الماء ليبلوكم ايكم احسن عملا ولئن قلت انكم مبعوثون من بعد الموت ليقولن الذين كفروا ان هذا الا سحر مبين
1480,هود,11,8,ولئن اخرنا عنهم العذاب الى امه معدوده ليقولن ما يحبسه الا يوم ياتيهم ليس مصروفا عنهم وحاق بهم ما كانوا به يستهزئون
1481,هود,11,9,ولئن اذقنا الانسان منا رحمه ثم نزعناها منه انه ليئوس كفور
1482,هود,11,10,ولئن اذقناه نعماء بعد ضراء مسته ليقولن ذهب السيئات عني انه لفرح فخور
1483,هود,11,11,الا الذين صبروا وعملوا الصالحات اولئك لهم مغفره واجر كبير
1484,هود,11,12,فلعلك تارك بعض ما يوحى اليك وضائق به صدرك ان يقولوا لولا انزل عليه كنز او جاء معه ملك انما انت نذير والله على كل شيء وكيل
1485,هود,11,13,ام يقولون افتراه قل فاتوا بعشر سور مثله مفتريات وادعوا من استطعتم من دون الله ان كنتم صادقين
1486,هود,11,14,فالم يستجيبوا لكم فاعلموا انما انزل بعلم الله وان لا اله الا هو فهل انتم مسلمون
1487,هود,11,15,من كان يريد الحياه الدنيا وزينتها نوف اليهم اعمالهم فيها وهم فيها لا يبخسون
1488,هود,11,16,اولئك الذين ليس لهم في الاخره الا النار وحبط ما صنعوا فيها وباطل ما كانوا يعملون
1489,هود,11,17,افمن كان على بينه من ربه ويتلوه شاهد منه ومن قبله كتاب موسى اماما ورحمه اولئك يؤمنون به ومن يكفر به من الاحزاب فالنار موعده فلا تك في مريه منه انه الحق من ربك ولكن اكثر الناس لا يؤمنون
1490,هود,11,18,ومن اظلم ممن افترى على الله كذبا اولئك يعرضون على ربهم ويقول الاشهاد هؤلاء الذين كذبوا على ربهم الا لعنه الله على الظالمين
1491,هود,11,19,الذين يصدون عن سبيل الله ويبغونها عوجا وهم بالاخره هم كافرون
1492,هود,11,20,اولئك لم يكونوا معجزين في الارض وما كان لهم من دون الله من اولياء يضاعف لهم العذاب ما كانوا يستطيعون السمع وما كانوا يبصرون
1493,هود,11,21,اولئك الذين خسروا انفسهم وضل عنهم ما كانوا يفترون
1494,هود,11,22,لا جرم انهم في الاخره هم الاخسرون
1495,هود,11,23,ان الذين امنوا وعملوا الصالحات واخبتوا الى ربهم اولئك اصحاب الجنه هم فيها خالدون
1496,هود,11,24,مثل الفريقين كالاعمى والاصم والبصير والسميع هل يستويان مثلا افلا تذكرون
1497,هود,11,25,ولقد ارسلنا نوحا الى قومه اني لكم نذير مبين
1498,هود,11,26,ان لا تعبدوا الا الله اني اخاف عليكم عذاب يوم اليم
1499,هود,11,27,فقال الملا الذين كفروا من قومه ما نراك الا بشرا مثلنا وما نراك اتبعك الا الذين هم اراذلنا بادي الراي وما نرى لكم علينا من فضل بل نظنكم كاذبين
1500,هود,11,28,قال يا قوم ارايتم ان كنت على بينه من ربي واتاني رحمه من عنده فعميت عليكم انلزمكموها وانتم لها كارهون
1501,هود,11,29,ويا قوم لا اسالكم عليه مالا ان اجري الا على الله وما انا بطارد الذين امنوا انهم ملاقو ربهم ولكني اراكم قوما تجهلون
1502,هود,11,30,ويا قوم من ينصرني من الله ان طردتهم افلا تذكرون
1503,هود,11,31,ولا اقول لكم عندي خزائن الله ولا اعلم الغيب ولا اقول اني ملك ولا اقول للذين تزدري اعينكم لن يؤتيهم الله خيرا الله اعلم بما في انفسهم اني اذا لمن الظالمين
1504,هود,11,32,قالوا يا نوح قد جادلتنا فاكثرت جدالنا فاتنا بما تعدنا ان كنت من الصادقين
1505,هود,11,33,قال انما ياتيكم به الله ان شاء وما انتم بمعجزين
1506,هود,11,34,ولا ينفعكم نصحي ان اردت ان انصح لكم ان كان الله يريد ان يغويكم هو ربكم واليه ترجعون
1507,هود,11,35,ام يقولون افتراه قل ان افتريته فعلي اجرامي وانا بريء مما تجرمون
1508,هود,11,36,واوحي الى نوح انه لن يؤمن من قومك الا من قد امن فلا تبتئس بما كانوا يفعلون
1509,هود,11,37,واصنع الفلك باعيننا ووحينا ولا تخاطبني في الذين ظلموا انهم مغرقون
1510,هود,11,38,ويصنع الفلك وكلما مر عليه ملا من قومه سخروا منه قال ان تسخروا منا فانا نسخر منكم كما تسخرون
1511,هود,11,39,فسوف تعلمون من ياتيه عذاب يخزيه ويحل عليه عذاب مقيم
1512,هود,11,40,حتى اذا جاء امرنا وفار التنور قلنا احمل فيها من كل زوجين اثنين واهلك الا من سبق عليه القول ومن امن وما امن معه الا قليل
1513,هود,11,41,وقال اركبوا فيها بسم الله مجراها ومرساها ان ربي لغفور رحيم
1514,هود,11,42,وهي تجري بهم في موج كالجبال ونادى نوح ابنه وكان في معزل يا بني اركب معنا ولا تكن مع الكافرين
1515,هود,11,43,قال ساوي الى جبل يعصمني من الماء قال لا عاصم اليوم من امر الله الا من رحم وحال بينهما الموج فكان من المغرقين
1516,هود,11,44,وقيل يا ارض ابلعي ماءك ويا سماء اقلعي وغيض الماء وقضي الامر واستوت على الجودي وقيل بعدا للقوم الظالمين
1517,هود,11,45,ونادى نوح ربه فقال رب ان ابني من اهلي وان وعدك الحق وانت احكم الحاكمين
1518,هود,11,46,قال يا نوح انه ليس من اهلك انه عمل غير صالح فلا تسالن ما ليس لك به علم اني اعظك ان تكون من الجاهلين
1519,هود,11,47,قال رب اني اعوذ بك ان اسالك ما ليس لي به علم والا تغفر لي وترحمني اكن من الخاسرين
1520,هود,11,48,قيل يا نوح اهبط بسلام منا وبركات عليك وعلى امم ممن معك وامم سنمتعهم ثم يمسهم منا عذاب اليم
1521,هود,11,49,تلك من انباء الغيب نوحيها اليك ما كنت تعلمها انت ولا قومك من قبل هذا فاصبر ان العاقبه للمتقين
1522,هود,11,50,والى عاد اخاهم هودا قال يا قوم اعبدوا الله ما لكم من اله غيره ان انتم الا مفترون
1523,هود,11,51,يا قوم لا اسالكم عليه اجرا ان اجري الا على الذي فطرني افلا تعقلون
1524,هود,11,52,ويا قوم استغفروا ربكم ثم توبوا اليه يرسل السماء عليكم مدرارا ويزدكم قوه الى قوتكم ولا تتولوا مجرمين
1525,هود,11,53,قالوا يا هود ما جئتنا ببينه وما نحن بتاركي الهتنا عن قولك وما نحن لك بمؤمنين
1526,هود,11,54,ان نقول الا اعتراك بعض الهتنا بسوء قال اني اشهد الله واشهدوا اني بريء مما تشركون
1527,هود,11,55,من دونه فكيدوني جميعا ثم لا تنظرون
1528,هود,11,56,اني توكلت على الله ربي وربكم ما من دابه الا هو اخذ بناصيتها ان ربي على صراط مستقيم
1529,هود,11,57,فان تولوا فقد ابلغتكم ما ارسلت به اليكم ويستخلف ربي قوما غيركم ولا تضرونه شيئا ان ربي على كل شيء حفيظ
1530,هود,11,58,ولما جاء امرنا نجينا هودا والذين امنوا معه برحمه منا ونجيناهم من عذاب غليظ
1531,هود,11,59,وتلك عاد جحدوا بايات ربهم وعصوا رسله واتبعوا امر كل جبار عنيد
1532,هود,11,60,واتبعوا في هذه الدنيا لعنه ويوم القيامه الا ان عادا كفروا ربهم الا بعدا لعاد قوم هود
1533,هود,11,61,والى ثمود اخاهم صالحا قال يا قوم اعبدوا الله ما لكم من اله غيره هو انشاكم من الارض واستعمركم فيها فاستغفروه ثم توبوا اليه ان ربي قريب مجيب
1534,هود,11,62,قالوا يا صالح قد كنت فينا مرجوا قبل هذا اتنهانا ان نعبد ما يعبد اباؤنا واننا لفي شك مما تدعونا اليه مريب
1535,هود,11,63,قال يا قوم ارايتم ان كنت على بينه من ربي واتاني منه رحمه فمن ينصرني من الله ان عصيته فما تزيدونني غير تخسير
1536,هود,11,64,ويا قوم هذه ناقه الله لكم ايه فذروها تاكل في ارض الله ولا تمسوها بسوء فياخذكم عذاب قريب
